Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
12,PhD,Data Analyst,Osaka,Japan,16150,193809
3,Master,Data Scientist,Melbourne,Australia,14725,176711
6,Bachelor,Software Engineer,Stockholm,Sweden,13207,158490
6,Bachelor,Data Analyst,Toronto,Canada,11670,140046
8,PhD,Cybersecurity,Tokyo,Japan,17740,212880
2,Master,ML Engineer,Stockholm,Sweden,12357,148293
1,Bachelor,Software Engineer,New York,USA,15933,191207
6,PhD,Cybersecurity,Stockholm,Sweden,17071,204854
0,PhD,Cybersecurity,Vancouver,Canada,14040,168480
0,Bachelor,Cloud Engineer,Madrid,Spain,5729,68750
4,Bachelor,Data Scientist,Paris,France,10167,122004
10,PhD,Data Scientist,Singapore,Singapore,25304,303648
11,Master,Software Engineer,Paris,France,12441,149301
12,Bachelor,ML Engineer,Paris,France,15455,185464
4,Bachelor,Software Engineer,Munich,Germany,12512,150148
11,PhD,Data Scientist,Kuala Lumpur,Malaysia,7315,87780
8,Bachelor,Software Engineer,Tokyo,Japan,11318,135826
9,Master,ML Engineer,Barcelona,Spain,13698,164376
8,PhD,Software Engineer,Tokyo,Japan,15811,189736
5,PhD,Software Engineer,Singapore,Singapore,16424,197088
5,Master,Data Scientist,Dubai,UAE,16026,192313
7,PhD,Software Engineer,Tokyo,Japan,16488,197865
9,Master,Cybersecurity,Singapore,Singapore,20058,240702
10,Bachelor,Cloud Engineer,Chennai,India,8974,107690
12,PhD,Data Scientist,Lyon,France,13977,167731
9,Bachelor,Data Analyst,Stockholm,Sweden,10950,131409
12,Bachelor,ML Engineer,Lyon,France,12911,154940
12,PhD,Data Analyst,Luxembourg,Luxembourg,21553,258638
8,Master,Data Analyst,Luxembourg,Luxembourg,19489,233868
9,Master,Software Engineer,Dublin,Ireland,18415,220987
1,Bachelor,Data Analyst,Tokyo,Japan,7838,94064
2,Master,Cloud Engineer,Berlin,Germany,11313,135757
5,Bachelor,Cybersecurity,Tokyo,Japan,12693,152325
7,Bachelor,Cloud Engineer,Munich,Germany,13513,162158
2,PhD,ML Engineer,Brisbane,Australia,16010,192120
11,Bachelor,Cloud Engineer,Osaka,Japan,14834,178016
1,PhD,Cloud Engineer,Abu Dhabi,UAE,13687,164244
12,Master,Data Analyst,Stockholm,Sweden,16560,198726
0,PhD,Data Analyst,Hyderabad,India,1980,23760
12,PhD,ML Engineer,Tokyo,Japan,16653,199836
7,PhD,Software Engineer,Rotterdam,Netherlands,13782,165384
11,Master,Data Scientist,Edinburgh,UK,17396,208761
11,PhD,Cloud Engineer,Sydney,Australia,19738,236857
7,Bachelor,Cybersecurity,Paris,France,11219,134631
9,Master,Data Scientist,Amsterdam,Netherlands,15674,188093
6,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,5878,70542
12,PhD,Data Scientist,Paris,France,15996,191952
5,Master,Software Engineer,Bangalore,India,5076,60918
0,Bachelor,Cybersecurity,Singapore,Singapore,13300,159600
11,Bachelor,Data Analyst,Bangalore,India,10357,124292
6,Bachelor,Data Analyst,Toronto,Canada,12978,155742
6,Master,Cybersecurity,Kuala Lumpur,Malaysia,5436,65241
8,PhD,Cloud Engineer,Stockholm,Sweden,15230,182764
3,PhD,Software Engineer,Austin,USA,17471,209656
7,PhD,Cybersecurity,Barcelona,Spain,11968,143620
8,Master,Data Scientist,Stockholm,Sweden,15530,186366
1,PhD,Software Engineer,Edinburgh,UK,8730,104764
4,PhD,ML Engineer,Singapore,Singapore,20184,242217
3,PhD,ML Engineer,Stockholm,Sweden,15148,181782
7,Master,ML Engineer,Stockholm,Sweden,16132,193590
10,Bachelor,Data Analyst,Zurich,Switzerland,19219,230630
1,Master,ML Engineer,Singapore,Singapore,16301,195616
12,PhD,ML Engineer,Dublin,Ireland,26654,319852
5,Master,Software Engineer,Paris,France,12166,145992
10,Bachelor,Cybersecurity,London,UK,15898,190780
4,Bachelor,Data Scientist,Hamburg,Germany,10123,121480
9,Bachelor,Cloud Engineer,Tokyo,Japan,15761,189132
12,Bachelor,Cloud Engineer,Geneva,Switzerland,24042,288504
1,Master,Data Scientist,Luxembourg,Luxembourg,17763,213166
2,PhD,Cloud Engineer,Stockholm,Sweden,13415,160989
3,Bachelor,Data Analyst,Dublin,Ireland,9876,118515
10,Bachelor,Software Engineer,Geneva,Switzerland,22534,270410
3,Bachelor,Software Engineer,Stockholm,Sweden,9610,115323
8,PhD,Data Analyst,Stockholm,Sweden,13878,166540
9,Master,Cloud Engineer,Kuala Lumpur,Malaysia,11608,139296
2,Bachelor,ML Engineer,Osaka,Japan,10386,124632
11,PhD,Cybersecurity,Dublin,Ireland,18951,227418
4,Master,Cybersecurity,Lyon,France,10591,127102
4,Master,Cloud Engineer,Paris,France,11739,140872
8,Bachelor,ML Engineer,Tokyo,Japan,15136,181638
11,Master,ML Engineer,Toronto,Canada,18164,217977
11,Master,Data Analyst,Melbourne,Australia,13188,158258
9,PhD,Cloud Engineer,Brisbane,Australia,16694,200337
1,Master,Cybersecurity,Kuala Lumpur,Malaysia,4145,49748
0,Bachelor,Cloud Engineer,New York,USA,17500,210000
10,PhD,Cloud Engineer,Manchester,UK,13444,161334
12,Bachelor,Data Analyst,Birmingham,UK,11483,137796
12,PhD,ML Engineer,London,UK,16115,193382
2,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,4336,52038
2,Master,Data Analyst,Berlin,Germany,8750,105003
5,PhD,Cybersecurity,Stockholm,Sweden,16431,197178
3,PhD,Data Scientist,Perth,Australia,14751,177019
11,PhD,Cloud Engineer,Hamburg,Germany,20517,246206
4,Bachelor,Data Scientist,Vancouver,Canada,13404,160856
5,Master,Data Scientist,Singapore,Singapore,16037,192445
7,Master,Cybersecurity,Amsterdam,Netherlands,17625,211510
11,Bachelor,Data Analyst,Dubai,UAE,14634,175614
5,Bachelor,Software Engineer,Dubai,UAE,13458,161505
3,Master,Cybersecurity,Osaka,Japan,12265,147186
7,PhD,Data Scientist,Dubai,UAE,18863,226362
3,PhD,Data Scientist,Stockholm,Sweden,14234,170816
10,Bachelor,ML Engineer,Singapore,Singapore,21000,252010
6,Master,Data Scientist,Munich,Germany,15298,183579
6,Master,Software Engineer,Mumbai,India,4994,59934
1,Bachelor,Cybersecurity,Amsterdam,Netherlands,11662,139951
12,PhD,Software Engineer,Osaka,Japan,14115,169387
2,Master,Cloud Engineer,Stockholm,Sweden,11695,140340
9,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,10518,126216
9,PhD,Data Scientist,Singapore,Singapore,21963,263566
7,Bachelor,Data Scientist,Stockholm,Sweden,14385,172628
2,Bachelor,Software Engineer,Lyon,France,7734,92808
10,Bachelor,Cybersecurity,Dublin,Ireland,17189,206270
1,Bachelor,ML Engineer,Manchester,UK,8154,97851
11,PhD,Cybersecurity,Bangalore,India,13049,156596
12,PhD,Data Scientist,Luxembourg,Luxembourg,25262,303148
8,Master,Cybersecurity,Paris,France,14341,172092
2,Bachelor,Data Analyst,Zurich,Switzerland,14445,173342
3,PhD,Data Scientist,Kuala Lumpur,Malaysia,6699,80395
5,PhD,ML Engineer,Kuala Lumpur,Malaysia,8576,102918
6,Bachelor,Data Scientist,Singapore,Singapore,15920,191040
6,Master,Software Engineer,Hamburg,Germany,13848,166177
9,Master,Software Engineer,Zurich,Switzerland,22383,268606
8,Master,Cybersecurity,Toronto,Canada,16775,201308
10,Bachelor,Data Scientist,Boston,USA,21149,253790
10,PhD,Cybersecurity,Chennai,India,9897,118764
1,Master,Software Engineer,Osaka,Japan,9813,117758
4,Master,Data Scientist,Chennai,India,3904,46855
8,Master,Data Scientist,Barcelona,Spain,9645,115746
2,Master,Cloud Engineer,Birmingham,UK,8381,100575
8,Master,Cybersecurity,Zurich,Switzerland,22150,265804
2,Bachelor,Data Analyst,Rotterdam,Netherlands,8346,100156
7,Master,Data Analyst,San Francisco,USA,18051,216615
12,Bachelor,Cybersecurity,Vancouver,Canada,18708,224496
10,Master,Data Analyst,Madrid,Spain,13344,160138
4,Master,ML Engineer,Amsterdam,Netherlands,16479,197751
12,PhD,ML Engineer,Kuala Lumpur,Malaysia,13855,166262
8,Master,Cybersecurity,Seattle,USA,20859,250316
7,Master,Data Scientist,Montreal,Canada,15807,189685
4,Bachelor,Data Analyst,Lyon,France,8993,107916
8,Master,ML Engineer,Brisbane,Australia,15381,184580
3,Bachelor,Software Engineer,Bangalore,India,4400,52807
3,PhD,Data Analyst,Dublin,Ireland,13110,157320
3,Master,ML Engineer,Vancouver,Canada,15568,186822
7,Master,Software Engineer,Geneva,Switzerland,21509,258111
4,Bachelor,Data Scientist,Paris,France,12166,146000
5,PhD,ML Engineer,Lyon,France,11596,139152
1,PhD,Data Analyst,Zurich,Switzerland,16511,198134
0,PhD,Data Scientist,Madrid,Spain,6600,79200
9,PhD,Software Engineer,Amsterdam,Netherlands,17128,205540
6,PhD,Cloud Engineer,Paris,France,15964,191572
1,PhD,Cybersecurity,Dubai,UAE,13913,166960
6,Bachelor,ML Engineer,Stockholm,Sweden,12890,154686
7,PhD,Data Analyst,Vancouver,Canada,12779,153349
7,PhD,Software Engineer,Edinburgh,UK,12614,151374
7,PhD,Cybersecurity,Rotterdam,Netherlands,16498,197985
8,Bachelor,Cybersecurity,Stockholm,Sweden,13779,165352
5,Master,Cybersecurity,Singapore,Singapore,16752,201025
7,Bachelor,Data Analyst,Zurich,Switzerland,18506,222081
4,Bachelor,ML Engineer,Stockholm,Sweden,12596,151152
10,Master,Software Engineer,Brisbane,Australia,15363,184360
11,PhD,Data Scientist,Paris,France,19225,230700
10,Bachelor,ML Engineer,Paris,France,16112,193350
1,Master,Data Analyst,Singapore,Singapore,11524,138290
4,Master,Data Scientist,Stockholm,Sweden,13108,157300
12,Master,ML Engineer,Edinburgh,UK,16154,193853
12,PhD,Software Engineer,Chennai,India,11911,142939
4,PhD,Cloud Engineer,Dublin,Ireland,17459,209517
9,Bachelor,Data Analyst,Luxembourg,Luxembourg,16541,198495
3,Bachelor,Data Analyst,Vancouver,Canada,10953,131439
4,Bachelor,Data Analyst,Bangalore,India,3211,38532
8,PhD,Cybersecurity,Kuala Lumpur,Malaysia,10849,130195
5,Bachelor,Cloud Engineer,New York,USA,19751,237020
1,Bachelor,Data Analyst,Chicago,USA,10412,124952
6,Bachelor,Software Engineer,Edinburgh,UK,11116,133394
0,Bachelor,Software Engineer,San Francisco,USA,16500,198000
8,Bachelor,Data Analyst,Madrid,Spain,9157,109892
1,PhD,Software Engineer,Zurich,Switzerland,20370,244442
1,PhD,Cybersecurity,Singapore,Singapore,16664,199976
1,Master,Cybersecurity,New York,USA,19104,229254
2,Bachelor,Data Analyst,Melbourne,Australia,9625,115508
6,Bachelor,Cloud Engineer,Singapore,Singapore,15955,191462
10,Master,Cloud Engineer,Luxembourg,Luxembourg,24260,291126
3,Bachelor,Cybersecurity,Melbourne,Australia,12938,155259
1,Master,Software Engineer,Stockholm,Sweden,10373,124482
9,Bachelor,Data Scientist,Boston,USA,20760,249120
0,PhD,Cybersecurity,Birmingham,UK,7800,93600
5,PhD,Data Analyst,Singapore,Singapore,13959,167514
9,Master,ML Engineer,Toronto,Canada,18234,218819
1,PhD,Software Engineer,Dublin,Ireland,13196,158353
11,Master,Data Scientist,Osaka,Japan,16916,203003
1,Bachelor,Software Engineer,Tokyo,Japan,9496,113957
7,PhD,ML Engineer,Dublin,Ireland,17816,213801
4,Master,Software Engineer,Toronto,Canada,14004,168049
1,PhD,Data Analyst,Tokyo,Japan,9473,113686
1,PhD,Data Analyst,Singapore,Singapore,12335,148030
5,Bachelor,Cloud Engineer,Berlin,Germany,12247,146965
3,PhD,Software Engineer,Montreal,Canada,13032,156384
7,Master,Software Engineer,Edinburgh,UK,9382,112594
5,Bachelor,ML Engineer,Chennai,India,6157,73895
1,PhD,Cybersecurity,Tokyo,Japan,12440,149283
5,Bachelor,Data Scientist,Austin,USA,17337,208045
9,Master,Data Analyst,Munich,Germany,15807,189693
1,Bachelor,Cybersecurity,London,UK,9571,114857
0,PhD,ML Engineer,Montreal,Canada,12870,154440
8,PhD,Data Analyst,Paris,France,11444,137332
6,Master,Software Engineer,Hamburg,Germany,13063,156758
0,Master,ML Engineer,Zurich,Switzerland,21450,257400
2,Master,Cybersecurity,Munich,Germany,12375,148500
7,Master,Data Analyst,London,UK,10531,126380
8,Bachelor,Software Engineer,Luxembourg,Luxembourg,19906,238872
2,Bachelor,Software Engineer,Brisbane,Australia,11138,133664
11,Bachelor,Data Scientist,Luxembourg,Luxembourg,22818,273823
2,Master,Software Engineer,Singapore,Singapore,14016,168198
9,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,8662,103953
4,Bachelor,Software Engineer,Tokyo,Japan,10994,131934
6,Master,ML Engineer,Paris,France,15685,188229
6,Master,ML Engineer,Melbourne,Australia,18498,221977
1,Master,Cloud Engineer,Dubai,UAE,13458,161503
0,PhD,Cybersecurity,Dublin,Ireland,14040,168480
8,PhD,Data Analyst,Osaka,Japan,14645,175747
10,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,8205,98460
7,PhD,Cybersecurity,Montreal,Canada,16226,194715
4,Master,Software Engineer,Toronto,Canada,12661,151932
2,Bachelor,ML Engineer,Frankfurt,Germany,11145,133746
3,PhD,Data Analyst,Zurich,Switzerland,18697,224370
8,Bachelor,Cloud Engineer,Singapore,Singapore,16002,192026
11,Master,Cloud Engineer,Lyon,France,18119,217437
8,Bachelor,Cybersecurity,Dublin,Ireland,16892,202704
6,PhD,Data Scientist,Dublin,Ireland,17199,206395
6,PhD,Software Engineer,Pune,India,7890,94689
2,Bachelor,Data Analyst,Pune,India,2670,32046
6,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,4880,58566
2,Master,Data Analyst,Geneva,Switzerland,14952,179434
8,Bachelor,Software Engineer,Singapore,Singapore,18390,220684
5,Master,ML Engineer,Madrid,Spain,8503,102041
11,PhD,Cybersecurity,Toronto,Canada,19019,228238
0,PhD,Cloud Engineer,Sydney,Australia,16250,195000
0,Bachelor,Software Engineer,Berlin,Germany,8066,96800
2,Master,Data Analyst,Perth,Australia,9735,116820
3,Bachelor,Software Engineer,Singapore,Singapore,13666,163994
11,PhD,Cloud Engineer,Lyon,France,17755,213061
4,Master,Data Scientist,Abu Dhabi,UAE,14616,175401
10,Bachelor,Data Analyst,Osaka,Japan,14888,178660
3,Bachelor,Data Analyst,San Francisco,USA,14954,179454
2,Bachelor,Cybersecurity,Geneva,Switzerland,17500,210004
8,Master,Cybersecurity,Dubai,UAE,17179,206148
1,Bachelor,Software Engineer,Singapore,Singapore,12883,154598
11,Master,Data Analyst,Zurich,Switzerland,20654,247859
11,PhD,Data Analyst,Vancouver,Canada,20556,246678
0,Bachelor,Cloud Engineer,London,UK,9479,113750
9,Master,Data Analyst,Kuala Lumpur,Malaysia,10464,125571
1,PhD,Cloud Engineer,Dubai,UAE,14219,170638
7,Bachelor,Cybersecurity,Mumbai,India,4199,50388
1,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,3731,44777
5,Master,ML Engineer,Barcelona,Spain,10544,126533
3,PhD,Data Scientist,Singapore,Singapore,18202,218426
3,Bachelor,Software Engineer,Rotterdam,Netherlands,11417,137004
0,Bachelor,Data Analyst,Pune,India,1650,19800
3,PhD,Data Scientist,Zurich,Switzerland,23910,286923
5,Bachelor,Software Engineer,Toronto,Canada,12041,144500
12,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,9468,113622
3,Master,Software Engineer,Abu Dhabi,UAE,11412,136946
5,PhD,Software Engineer,San Francisco,USA,24442,293310
2,Bachelor,Software Engineer,Birmingham,UK,6473,77684
0,Bachelor,Software Engineer,Mumbai,India,2200,26400
6,Master,Software Engineer,Geneva,Switzerland,19748,236979
5,PhD,Data Analyst,Osaka,Japan,9779,117354
2,Master,Data Scientist,Vancouver,Canada,14445,173340
11,Master,Data Scientist,Birmingham,UK,10492,125911
5,PhD,Software Engineer,Tokyo,Japan,12770,153240
7,Bachelor,Data Analyst,Lyon,France,10640,127687
1,Bachelor,Cybersecurity,Luxembourg,Luxembourg,15708,188506
2,Bachelor,Data Analyst,Dublin,Ireland,9694,116336
2,Bachelor,Data Scientist,Montreal,Canada,11494,137936
9,Master,Data Scientist,Tokyo,Japan,14810,177724
6,PhD,Data Scientist,Osaka,Japan,12797,153568
5,Bachelor,Software Engineer,Delhi,India,4534,54415
2,Master,ML Engineer,Barcelona,Spain,7817,93810
0,Master,Cybersecurity,Amsterdam,Netherlands,12155,145860
5,Bachelor,ML Engineer,Seattle,USA,19406,232875
11,Bachelor,Cybersecurity,Barcelona,Spain,13929,167150
9,Master,Data Scientist,Luxembourg,Luxembourg,20263,243167
10,PhD,Cybersecurity,Osaka,Japan,16175,194100
4,PhD,ML Engineer,Toronto,Canada,15728,188740
10,Bachelor,ML Engineer,Vancouver,Canada,17412,208950
6,Bachelor,ML Engineer,Stockholm,Sweden,14543,174522
12,PhD,Cloud Engineer,Stockholm,Sweden,16488,197856
6,Master,Data Analyst,Perth,Australia,13547,162571
2,Master,Data Analyst,Amsterdam,Netherlands,9750,117000
5,Bachelor,Data Scientist,Stockholm,Sweden,11224,134690
5,PhD,Cybersecurity,Geneva,Switzerland,23810,285720
2,Bachelor,ML Engineer,Luxembourg,Luxembourg,17915,214988
6,Bachelor,Cloud Engineer,Edinburgh,UK,10164,121979
2,PhD,Data Analyst,Hamburg,Germany,8558,102700
8,Master,ML Engineer,Abu Dhabi,UAE,19200,230410
6,PhD,Cloud Engineer,Luxembourg,Luxembourg,23958,287505
5,PhD,Data Scientist,Stockholm,Sweden,14697,176370
7,Bachelor,Data Scientist,Zurich,Switzerland,22945,275346
4,Master,Software Engineer,Berlin,Germany,10327,123934
11,Bachelor,Cloud Engineer,Barcelona,Spain,9929,119154
10,Bachelor,Software Engineer,Austin,USA,18314,219770
8,Master,Cloud Engineer,Madrid,Spain,9939,119273
8,Master,Data Analyst,Stockholm,Sweden,12860,154325
7,Master,Cybersecurity,Boston,USA,19770,237250
10,Master,ML Engineer,Kuala Lumpur,Malaysia,9544,114532
5,Bachelor,Data Analyst,Berlin,Germany,9755,117065
6,Master,Data Scientist,Kuala Lumpur,Malaysia,8717,104610
9,Master,Software Engineer,London,UK,13436,161243
4,Master,Cybersecurity,Hamburg,Germany,11258,135102
11,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,8622,103466
0,Bachelor,Data Scientist,Perth,Australia,11000,132000
6,PhD,ML Engineer,Dubai,UAE,16712,200546
12,Bachelor,Data Scientist,Bangalore,India,9196,110352
8,PhD,Cloud Engineer,Berlin,Germany,16895,202742
2,Master,Software Engineer,Vancouver,Canada,13045,156545
4,Master,ML Engineer,Osaka,Japan,11841,142093
9,PhD,ML Engineer,Melbourne,Australia,21025,252302
9,Master,Software Engineer,Berlin,Germany,13338,160058
11,PhD,Software Engineer,Singapore,Singapore,25520,306240
7,Master,Data Scientist,Kuala Lumpur,Malaysia,6356,76277
1,PhD,Cloud Engineer,Pune,India,3411,40932
10,Master,Cloud Engineer,Madrid,Spain,14003,168036
2,Master,Cloud Engineer,Brisbane,Australia,13650,163801
7,Master,Software Engineer,Berlin,Germany,11959,143517
7,PhD,ML Engineer,Sydney,Australia,23299,279592
5,Master,Data Analyst,Vancouver,Canada,13501,162013
9,Bachelor,Data Analyst,Osaka,Japan,9243,110925
2,Bachelor,Data Analyst,Luxembourg,Luxembourg,13085,157022
4,Bachelor,Software Engineer,Seattle,USA,15439,185268
12,PhD,Data Scientist,Madrid,Spain,16496,197956
2,Master,Software Engineer,New York,USA,18039,216475
11,Master,Cloud Engineer,Tokyo,Japan,16254,195058
1,Bachelor,Software Engineer,Melbourne,Australia,11746,140953
3,Master,Cybersecurity,Stockholm,Sweden,12711,152535
6,Master,Cloud Engineer,Luxembourg,Luxembourg,20135,241628
11,Master,Cybersecurity,Abu Dhabi,UAE,14523,174279
4,PhD,Software Engineer,Stockholm,Sweden,13418,161020
7,Master,Data Analyst,Hamburg,Germany,10295,123548
6,PhD,Data Scientist,Dublin,Ireland,17125,205509
11,Master,Data Analyst,Seattle,USA,22026,264320
11,PhD,Cybersecurity,Geneva,Switzerland,30244,362937
6,Master,Data Scientist,Vancouver,Canada,15594,187136
3,Bachelor,Cloud Engineer,Sydney,Australia,15073,180884
12,Master,Cybersecurity,Singapore,Singapore,20654,247856
4,Master,Software Engineer,Singapore,Singapore,16828,201942
0,PhD,Software Engineer,Abu Dhabi,UAE,11220,134640
7,Bachelor,Data Analyst,Lyon,France,11180,134162
7,Bachelor,Data Scientist,Chennai,India,6043,72517
1,Master,Data Scientist,Perth,Australia,12740,152884
12,Bachelor,Cloud Engineer,Delhi,India,7002,84032
12,PhD,ML Engineer,Dublin,Ireland,21117,253411
6,PhD,ML Engineer,Pune,India,6340,76080
9,PhD,Cybersecurity,Boston,USA,24985,299829
11,PhD,Cybersecurity,Luxembourg,Luxembourg,26687,320245
6,PhD,Data Scientist,Chennai,India,5002,60026
3,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,5675,68109
3,Bachelor,Data Analyst,Dublin,Ireland,10285,123420
2,PhD,Cybersecurity,Geneva,Switzerland,21021,252259
6,Master,Data Analyst,Luxembourg,Luxembourg,17175,206104
8,Bachelor,ML Engineer,Edinburgh,UK,13002,156030
0,PhD,Data Analyst,Barcelona,Spain,5400,64800
1,Master,ML Engineer,Manchester,UK,8963,107565
9,Master,Cloud Engineer,Singapore,Singapore,18521,222257
11,Bachelor,Cloud Engineer,Tokyo,Japan,16593,199117
2,Bachelor,Software Engineer,Manchester,UK,7640,91680
12,Bachelor,Software Engineer,Zurich,Switzerland,20456,245472
2,Master,ML Engineer,Zurich,Switzerland,23016,276199
10,Master,Software Engineer,Singapore,Singapore,20828,249942
0,PhD,Cybersecurity,Rotterdam,Netherlands,12240,146880
7,Bachelor,Software Engineer,Austin,USA,16827,201935
1,Master,Data Scientist,Luxembourg,Luxembourg,17825,213907
9,Bachelor,ML Engineer,Zurich,Switzerland,22221,266661
1,Master,Cloud Engineer,Melbourne,Australia,14547,174575
4,Bachelor,Software Engineer,Kuala Lumpur,Malaysia,5403,64840
2,Master,Data Analyst,Abu Dhabi,UAE,9567,114804
5,Bachelor,Cybersecurity,Sydney,Australia,14563,174760
3,Master,ML Engineer,Vancouver,Canada,16534,198409
1,Master,Cloud Engineer,Tokyo,Japan,11517,138204
2,PhD,ML Engineer,Brisbane,Australia,15819,189828
5,Master,Data Analyst,Luxembourg,Luxembourg,14085,169026
7,PhD,Data Scientist,Austin,USA,17976,215716
10,Master,Data Scientist,Stockholm,Sweden,18065,216788
3,PhD,Cybersecurity,Barcelona,Spain,8816,105793
7,Bachelor,Data Scientist,Amsterdam,Netherlands,14798,177582
1,PhD,Software Engineer,Dubai,UAE,12973,155686
12,PhD,Data Analyst,Singapore,Singapore,21159,253915
10,Bachelor,Software Engineer,Perth,Australia,14652,175830
5,PhD,Data Scientist,Kuala Lumpur,Malaysia,6027,72324
3,Master,ML Engineer,San Francisco,USA,23981,287773
7,Bachelor,Cloud Engineer,Amsterdam,Netherlands,14578,174938
5,PhD,ML Engineer,Osaka,Japan,13293,159522
4,PhD,ML Engineer,Delhi,India,5132,61593
8,PhD,Data Scientist,Luxembourg,Luxembourg,23054,276652
3,Master,Data Analyst,Tokyo,Japan,9472,113668
